query_number,iteration,execution_order,execution_time_seconds,status,row_count,timestamp
8,17,356,.634985592,SUCCESS,4,2025-10-12 23:13:53
22,17,357,.477741244,SUCCESS,9,2025-10-12 23:13:54
3,17,358,.689710364,SUCCESS,12,2025-10-12 23:13:54
15,17,359,.509462541,SUCCESS,3,2025-10-12 23:13:55
19,17,360,.369250917,SUCCESS,3,2025-10-12 23:13:55
12,17,361,.928820752,SUCCESS,4,2025-10-12 23:13:56
14,17,362,.445101466,SUCCESS,3,2025-10-12 23:13:57
7,17,363,.717757254,SUCCESS,6,2025-10-12 23:13:58
9,17,364,1.175479334,SUCCESS,177,2025-10-12 23:13:59
17,17,365,.888602890,SUCCESS,3,2025-10-12 23:14:00
6,17,366,.462679034,SUCCESS,3,2025-10-12 23:14:00
16,17,367,.673423735,SUCCESS,2764,2025-10-12 23:14:01
4,17,368,.608443651,SUCCESS,7,2025-10-12 23:14:02
2,17,369,.516520217,SUCCESS,46,2025-10-12 23:14:02
11,17,370,.501926803,SUCCESS,2543,2025-10-12 23:14:03
1,17,371,1.969243349,SUCCESS,6,2025-10-12 23:14:05
13,17,372,1.037294896,SUCCESS,39,2025-10-12 23:14:06
21,17,373,.820476789,SUCCESS,49,2025-10-12 23:14:07
5,17,374,.512131129,SUCCESS,7,2025-10-12 23:14:07
21,18,375,.752722971,SUCCESS,49,2025-10-12 23:14:08
14,18,376,.451344252,SUCCESS,3,2025-10-12 23:14:08
3,18,377,.663340773,SUCCESS,12,2025-10-12 23:14:09
10,18,378,.732683492,SUCCESS,22,2025-10-12 23:14:10
4,18,379,.610339171,SUCCESS,7,2025-10-12 23:14:11
5,18,380,.493427425,SUCCESS,7,2025-10-12 23:14:11
11,18,381,.537378763,SUCCESS,2543,2025-10-12 23:14:12
22,18,382,.426651309,SUCCESS,9,2025-10-12 23:14:12
2,18,383,.498703233,SUCCESS,46,2025-10-12 23:14:13
9,18,384,1.186140710,SUCCESS,177,2025-10-12 23:14:14
20,18,385,.672986093,SUCCESS,11,2025-10-12 23:14:15
13,18,386,1.023535657,SUCCESS,39,2025-10-12 23:14:16
17,18,387,.921750085,SUCCESS,3,2025-10-12 23:14:17
8,18,388,.648979708,SUCCESS,4,2025-10-12 23:14:17
18,18,389,2.952894098,SUCCESS,7,2025-10-12 23:14:20
1,18,390,1.975734300,SUCCESS,6,2025-10-12 23:14:22
19,18,391,.367465002,SUCCESS,3,2025-10-12 23:14:23
15,18,392,.467187514,SUCCESS,3,2025-10-12 23:14:23
6,18,393,.463393055,SUCCESS,3,2025-10-12 23:14:24
16,18,394,1.439906830,SUCCESS,2764,2025-10-12 23:14:25
7,18,395,.756080055,SUCCESS,6,2025-10-12 23:14:26
